2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
2.372237860201124593e-01,1.631512999680607146e-01,3.732818537484572374e-01,2.263430602633695887e-01
6.079908734899435174e-01,7.553439052580750851e-03,1.642979329633392216e-01,2.201577544941364373e-01
6.079908734899435174e-01,7.553439052580750851e-03,1.642979329633392216e-01,2.201577544941364373e-01
4.508063070775950032e-01,5.436115231191061131e-02,1.803497837762543243e-01,3.144827568342402624e-01
4.508063070775950032e-01,5.436115231191061131e-02,1.803497837762543243e-01,3.144827568342402624e-01
4.508063070775950032e-01,5.436115231191061131e-02,1.803497837762543243e-01,3.144827568342402624e-01
4.508063070775950032e-01,5.436115231191061131e-02,1.803497837762543243e-01,3.144827568342402624e-01
4.508063070775950032e-01,5.436115231191061131e-02,1.803497837762543243e-01,3.144827568342402624e-01
4.508063070775950032e-01,5.436115231191061131e-02,1.803497837762543243e-01,3.144827568342402624e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.824086673964635974e-01,1.882043929175552799e-01,3.860148788370014461e-02,2.907854518022811585e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
4.828584273716436948e-01,1.387952560590867968e-01,6.279060680636079639e-02,3.155557097629087537e-01
6.525152231632239119e-02,6.703791883976873978e-01,2.478045458816872104e-01,1.656474340430281328e-02
6.525152231632239119e-02,6.703791883976873978e-01,2.478045458816872104e-01,1.656474340430281328e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
1.306400757841399973e-01,5.054662681120094536e-01,3.007403534637026477e-01,6.315330264014805406e-02
4.674671560871601628e-01,2.023808141404205563e-01,9.325478444352292007e-02,2.368972453288962776e-01
4.674671560871601628e-01,2.023808141404205563e-01,9.325478444352292007e-02,2.368972453288962776e-01
4.674671560871601628e-01,2.023808141404205563e-01,9.325478444352292007e-02,2.368972453288962776e-01
